0	0	က	က	0.0
0	0	ခ	ခ	0.0
0	0	ဂ	ဂ	0.0
0	0	ဃ	ဃ	0.0
0	0	င	င	0.0
0	0	စ	စ	0.0
0	0	ဆ	ဆ	0.0
0	0	ဇ	ဇ	0.0
0	0	ဈ	ဈ	0.0
0	0	ည	ည	0.0
0	0	ဋ	ဋ	0.0
0	0	ဌ	ဌ	0.0
0	0	ဍ	ဍ	0.0
0	0	ဎ	ဎ	0.0
0	0	ဏ	ဏ	0.0
0	0	တ	တ	0.0
0	0	ထ	ထ	0.0
0	0	ဒ	ဒ	0.0
0	0	ဓ	ဓ	0.0
0	0	န	န	0.0
0	0	ပ	ပ	0.0
0	0	ဖ	ဖ	0.0
0	0	ဗ	ဗ	0.0
0	0	ဘ	ဘ	0.0
0	0	မ	မ	0.0
0	0	ယ	ယ	0.0
0	0	ရ	ရ	0.0
0	0	လ	လ	0.0
0	0	ဝ	ဝ	0.0
0	0	သ	သ	0.0
0	0	ဟ	ဟ	0.0
0	0	အ	အ	0.0
0	0	ိ	ိ	0.0
0	0	ီ	ီ	0.0
0	0	ု	ု	0.0
0	0	ူ	ူ	0.0
0	0	ေ	ေ	0.0
0	0	း	း	0.0
0	0	ဲ	ဲ	0.0
0	0	ံ	ံ	0.0
0	0	့	့	0.0
0	0	ျ	ျ	0.0
0	0	ြ	ြ	0.0
0	0	ာ	ာ	0.0
0	0	ါ	ါ	0.0
0	0	ွ	ွ	0.0
0	0	ှ	ှ	0.0
0	0	္	္	0.0
0	0	က	_	1.0
0	0	ခ	_	1.0
0	0	ဂ	_	1.0
0	0	ဃ	_	1.0
0	0	င	_	1.0
0	0	စ	_	1.0
0	0	ဆ	_	1.0
0	0	ဇ	_	1.0
0	0	ဈ	_	1.0
0	0	ည	_	1.0
0	0	ဋ	_	1.0
0	0	ဌ	_	1.0
0	0	ဍ	_	1.0
0	0	ဎ	_	1.0
0	0	ဏ	_	1.0
0	0	တ	_	1.0
0	0	ထ	_	1.0
0	0	ဒ	_	1.0
0	0	ဓ	_	1.0
0	0	န	_	1.0
0	0	ပ	_	1.0
0	0	ဖ	_	1.0
0	0	ဗ	_	1.0
0	0	ဘ	_	1.0
0	0	မ	_	1.0
0	0	ယ	_	1.0
0	0	ရ	_	1.0
0	0	လ	_	1.0
0	0	ဝ	_	1.0
