0	0	က	-	1.0
0	0	-	က	1.0
0	0	ခ	-	1.0
0	0	-	ခ	1.0
0	0	ဂ	-	1.0
0	0	-	ဂ	1.0
0	0	ဃ	-	1.0
0	0	-	ဃ	1.0
0	0	င	-	1.0
0	0	-	င	1.0
0	0	စ	-	1.0
0	0	-	စ	1.0
0	0	ဆ	-	1.0
0	0	-	ဆ	1.0
0	0	ဇ	-	1.0
0	0	-	ဇ	1.0
0	0	ဈ	-	1.0
0	0	-	ဈ	1.0
0	0	ည	-	1.0
0	0	-	ည	1.0
0	0	ဋ	-	1.0
0	0	-	ဋ	1.0
0	0	ဌ	-	1.0
0	0	-	ဌ	1.0
0	0	ဍ	-	1.0
0	0	-	ဍ	1.0
0	0	ဎ	-	1.0
0	0	-	ဎ	1.0
0	0	ဏ	-	1.0
0	0	-	ဏ	1.0
0	0	တ	-	1.0
0	0	-	တ	1.0
0	0	ထ	-	1.0
0	0	-	ထ	1.0
0	0	ဒ	-	1.0
0	0	-	ဒ	1.0
0	0	ဓ	-	1.0
0	0	-	ဓ	1.0
0	0	န	-	1.0
0	0	-	န	1.0
0	0	ပ	-	1.0
0	0	-	ပ	1.0
0	0	ဖ	-	1.0
0	0	-	ဖ	1.0
0	0	ဗ	-	1.0
0	0	-	ဗ	1.0
0	0	ဘ	-	1.0
0	0	-	ဘ	1.0
0	0	မ	-	1.0
0	0	-	မ	1.0
0	0	ယ	-	1.0
0	0	-	ယ	1.0
0	0	ရ	-	1.0
0	0	-	ရ	1.0
0	0	လ	-	1.0
0	0	-	လ	1.0
0	0	ဝ	-	1.0
0	0	-	ဝ	1.0
0	0	သ	-	1.0
0	0	-	သ	1.0
0	0	ဟ	-	1.0
0	0	-	ဟ	1.0
0	0	ဠ	-	1.0
0	0	-	ဠ	1.0
0	0	အ	-	1.0
0	0	-	အ	1.0
0	0	ဣ	-	1.0
0	0	-	ဣ	1.0
0	0	ဤ	-	1.0
0	0	-	ဤ	1.0
0	0	ဥ	-	1.0
0	0	-	ဥ	1.0
0	0	ဦ	-	1.0
0	0	-	ဦ	1.0
0	0	ဧ	-	1.0
0	0	-	ဧ	1.0
0	0	ဩ	-	1.0
0	0	-	ဩ	1.0
0	0	ဪ	-	1.0
0	0	-	ဪ	1.0
0	0	ါ	-	1.0
0	0	-	ါ	1.0
0	0	ာ	-	1.0
0	0	-	ာ	1.0
0	0	ိ	-	1.0
0	0	-	ိ	1.0
0	0	ီ	-	1.0
0	0	-	ီ	1.0
0	0	ု	-	1.0
0	0	-	ု	1.0
0	0	ူ	-	1.0
0	0	-	ူ	1.0
0	0	ေ	-	1.0
0	0	-	ေ	1.0
0	0	ဲ	-	1.0
0	0	-	ဲ	1.0
0	0	ံ	-	1.0
0	0	-	ံ	1.0
0	0	့	-	1.0
0	0	-	့	1.0
0	0	း	-	1.0
0	0	-	း	1.0
0	0	္	-	1.0
0	0	-	္	1.0
0	0	်	-	1.0
0	0	-	်	1.0
0	0	ျ	-	1.0
0	0	-	ျ	1.0
0	0	ြ	-	1.0
0	0	-	ြ	1.0
0	0	ွ	-	1.0
0	0	-	ွ	1.0
0	0	ှ	-	1.0
0	0	-	ှ	1.0
0	0	ဿ	-	1.0
0	0	-	ဿ	1.0
0	0	၀	-	1.0
0	0	-	၀	1.0
0	0	၁	-	1.0
0	0	-	၁	1.0
0	0	၂	-	1.0
0	0	-	၂	1.0
0	0	၃	-	1.0
0	0	-	၃	1.0
0	0	၄	-	1.0
0	0	-	၄	1.0
0	0	၅	-	1.0
0	0	-	၅	1.0
0	0	၆	-	1.0
0	0	-	၆	1.0
0	0	၇	-	1.0
0	0	-	၇	1.0
0	0	၈	-	1.0
0	0	-	၈	1.0
0	0	၉	-	1.0
0	0	-	၉	1.0
0	0	၊	-	1.0
0	0	-	၊	1.0
0	0	။	-	1.0
0	0	-	။	1.0
0	0	၌	-	1.0
0	0	-	၌	1.0
0	0	၍	-	1.0
0	0	-	၍	1.0
0	0	၏	-	1.0
0	0	-	၏	1.0
0	0	က	က	0.00
0	0	က	ခ	1.00
0	0	က	ဂ	1.00
0	0	က	ဃ	1.00
0	0	က	င	1.00
0	0	က	စ	1.00
0	0	က	ဆ	1.00
0	0	က	ဇ	1.00
0	0	က	ဈ	1.00
0	0	က	ည	1.00
0	0	က	ဋ	1.00
0	0	က	ဌ	1.00
0	0	က	ဍ	1.00
0	0	က	ဎ	1.00
0	0	က	ဏ	1.00
0	0	က	တ	1.00
0	0	က	ထ	1.00
0	0	က	ဒ	1.00
0	0	က	ဓ	1.00
0	0	က	န	1.00
0	0	က	ပ	1.00
0	0	က	ဖ	1.00
0	0	က	ဗ	1.00
0	0	က	ဘ	1.00
0	0	က	မ	1.00
0	0	က	ယ	1.00
0	0	က	ရ	1.00
0	0	က	လ	1.00
0	0	က	ဝ	1.00
0	0	က	သ	1.00
0	0	က	ဟ	1.00
0	0	က	ဠ	1.00
0	0	က	အ	1.00
0	0	က	ဣ	1.00
0	0	က	ဤ	1.00
0	0	က	ဥ	1.00
0	0	က	ဦ	1.00
0	0	က	ဧ	1.00
0	0	က	ဩ	1.00
0	0	က	ဪ	1.00
0	0	က	ါ	1.00
0	0	က	ာ	1.00
0	0	က	ိ	1.00
0	0	က	ီ	1.00
0	0	က	ု	1.00
0	0	က	ူ	1.00
0	0	က	ေ	1.00
0	0	က	ဲ	1.00
0	0	က	ံ	1.00
